page,price,location,alapterulet,szobak,erkely
2,275 000 Ft/hó,"Budapest XIII. kerület, Népfürdő utca 15/E",68 m2,3,2 m2
2,399 000 Ft/hó,"Budapest VIII. kerület, Nap utca",108 m2,3,
2,250 000 Ft/hó,"Budapest XI. kerület, Fejér Lipót utca",43 m2,1 + 1 fél,6 m2
2,220 000 Ft/hó,"Budapest VII. kerület, Verseny utca 10.",40 m2,1,
2,190 000 Ft/hó,"Budapest IX. kerület, Mátyás utca 22.",42 m2,2,
3,290 000 Ft/hó,"Budapest XIII. kerület, Pannónia utca 77-79.",57 m2,2,8 m2
3,360 000 Ft/hó,"Budapest III. kerület, Árpád fejedelem útja 63.",62 m2,2,4 m2
3,270 000 Ft/hó,"Budapest VI. kerület, Paulay Ede utca",50 m2,1,
3,340 000 Ft/hó,"Budapest XII. kerület, Sólyom utca",65 m2,2,5 m2
3,220 000 Ft/hó,"Budapest X. kerület, Gyakorló utca",53 m2,2,3 m2
3,200 000 Ft/hó,"Budapest XI. kerület, Tippan utca",35 m2,1,11 m2
3,460 000 Ft/hó,"Budapest II. kerület, Hidegkúti út",85 m2,3,20 m2
3,535 000 Ft/hó,"Budapest XII. kerület, Maros utca",77 m2,3 + 1 fél,
3,450 000 Ft/hó,"Budapest IX. kerület, Pápay István utca 7.",63 m2,3,7 m2
3,338 955 Ft/hó,"Budapest VII. kerület, Károly körút",74 m2,2,
3,550 000 Ft/hó,"Budapest XIII. kerület, Balzac utca",76 m2,3,5 m2
3,230 000 Ft/hó,"Budapest VI. kerület, Király utca",34 m2,1,4 m2
3,379 000 Ft/hó,"Budapest VI. kerület, Király utca",78 m2,3,
3,360 000 Ft/hó,"Budapest XIII. kerület, Csángó utca 10-12.",68 m2,2 + 1 fél,
3,320 000 Ft/hó,"Budapest XIII. kerület, Katona József utca",62 m2,2,
3,290 000 Ft/hó,"Budapest XIII. kerület, Hollán Ernő utca",92 m2,2 + 1 fél,
3,1 315 941 Ft/hó,"Budapest VI. kerület, Bajza utca 54.",200 m2,5,
3,1 136 495 Ft/hó,"Budapest II. kerület, Zöldkő utca 2.",130 m2,4 + 1 fél,33 m2
3,717 786 Ft/hó,"Budapest V. kerület, Honvéd utca",115 m2,3,
3,350 000 Ft/hó,"Budapest VI. kerület, Vörösmarty utca 46.",90 m2,3,
4,380 000 Ft/hó,"Budapest XII. kerület, Győri út",75 m2,3,6 m2
4,380 000 Ft/hó,"Budapest VI. kerület, Szinyei Merse utca 25.",76 m2,3,12 m2
4,230 000 Ft/hó,"Budapest XI. kerület, Villányi út 72.",40 m2,1,
4,350 000 Ft/hó,"Budapest II. kerület, Zöldlomb utca",68 m2,3,
4,390 000 Ft/hó,"Budapest IX. kerület, Vágóhíd utca",56 m2,2,8 m2
4,230 000 Ft/hó,"Budapest I. kerület, Fő utca",35 m2,1 + 1 fél,
4,400 000 Ft/hó,"Budapest XIII. kerület, Fáy utca 15.",78 m2,3,8 m2
4,320 000 Ft/hó,"Budapest XIII. kerület, Vizafogó - Marinapart",54 m2,2,10 m2
4,420 000 Ft/hó,"Budapest III. kerület, Szőlő utca",75 m2,3,17 m2
4,180 000 Ft/hó,"Budapest XI. kerület, Rahó utca",28 m2,1,
4,1 170 000 Ft/hó,"Budapest II. kerület, Bem rakpart",140 m2,3,
4,299 900 Ft/hó,"Budapest XIII. kerület, Lőportár utca 20/A",45 m2,2,12 m2
4,610 000 Ft/hó,"Budapest III. kerület, Ürömhegyi lejtő",72 m2,3,
4,378 832 Ft/hó,"Budapest XIII. kerület, Petneházy utca 37-47.",66 m2,3,5 m2
4,290 000 Ft/hó,"Budapest VII. kerület, Király utca",73 m2,2 + 1 fél,5 m2
4,290 000 Ft/hó,"Budapest VII. kerület, Csengery utca",43 m2,2,1 m2
4,220 000 Ft/hó,"Budapest XIV. kerület, Füredi utca 60.",46 m2,2,
4,295 000 Ft/hó,"Budapest V. kerület, Váci utca",40 m2,1,2 m2
4,250 000 Ft/hó,"Budapest V. kerület, Váci utca 63.",45 m2,2,
4,360 000 Ft/hó,"Budapest VI. kerület, Teréz körút",61 m2,2,
5,190 000 Ft/hó,"Budapest XIV. kerület, Gvadányi utca",28 m2,1,
5,468 555 Ft/hó,"Budapest IX. kerület, Ferenc körút",106 m2,3,
5,314 000 Ft/hó,"Budapest IX. kerület, Angyal utca",80 m2,2 + 1 fél,2 m2
5,300 000 Ft/hó,"Budapest XII. kerület, Németvölgyi út",78 m2,2 + 1 fél,6 m2
5,717 786 Ft/hó,"Budapest VIII. kerület, Corvin sétány 6.",73 m2,3,30 m2
5,490 000 Ft/hó,"Budapest VIII. kerület, Corvin sétány 2.",70 m2,3,11 m2
5,470 000 Ft/hó,"Budapest VIII. kerület, Corvin sétány 2.",72 m2,3,7 m2
5,470 000 Ft/hó,"Budapest VIII. kerület, Corvin sétány 2.",64 m2,3,19 m2
5,239 900 Ft/hó,"Budapest XIII. kerület, Gogol utca",33 m2,2,
5,270 000 Ft/hó,"Budapest IX. kerület, Thaly Kálmán utca 26.",42 m2,2,4 m2
5,370 000 Ft/hó,"Budapest VIII. kerület, Corvin sétány 2.",56 m2,2,8 m2
5,230 000 Ft/hó,"Budapest VI. kerület, Király utca",34 m2,1,2 m2
5,220 000 Ft/hó,"Budapest IX. kerület, Óbester utca",51 m2,2,5 m2
5,290 000 Ft/hó,"Budapest VII. kerület, Csengery utca",43 m2,2,1 m2
5,280 000 Ft/hó,"Budapest IX. kerület, Mester utca 85.",41 m2,1 + 1 fél,3 m2
5,240 000 Ft/hó,"Budapest IX. kerület, Sobieski János utca",32 m2,1,3 m2
5,398 770 Ft/hó,"Budapest VII. kerület, Rákóczi út 82.",120 m2,2 + 1 fél,
5,518 000 Ft/hó,"Budapest XII. kerület, Széchenyihegy",95 m2,4,10 m2
5,990 000 Ft/hó,"Budapest II. kerület, Bimbó út",120 m2,3 + 1 fél,17 m2
5,440 000 Ft/hó,"Budapest XIII. kerület, Csángó utca",72 m2,3,5 m2
6,300 000 Ft/hó,"Budapest XIII. kerület, Cserhalom utca 6.",31 m2,1,10 m2
6,1 036 802 Ft/hó,"Budapest VI. kerület, Király utca",85 m2,3,40 m2
6,490 000 Ft/hó,"Budapest VIII. kerület, Pál utca 2.",99 m2,4,
6,1 036 802 Ft/hó,"Budapest VI. kerület, Király utca 40.",85 m2,3,20 m2
6,300 000 Ft/hó,"Budapest VII. kerület, Thököly út",60 m2,3,
6,220 000 Ft/hó,"Budapest XIII. kerület, Felka utca",46 m2,1 + 1 fél,
6,225 000 Ft/hó,"Budapest VII. kerület, Király utca",34 m2,1,
6,677 909 Ft/hó,"Budapest XI. kerület, Bíró László József körút",80 m2,4,36.5 m2
6,215 000 Ft/hó,"Budapest IX. kerület, Tóth Kálmán utca",40 m2,1 + 1 fél,3 m2
6,215 000 Ft/hó,"Budapest IX. kerület, Tóth Kálmán utca",40 m2,1 + 1 fél,3 m2
6,240 000 Ft/hó,"Budapest XII. kerület, Kiss János altábornagy utca",37 m2,2,
6,320 000 Ft/hó,"Budapest XI. kerület, Barázda utca",60 m2,2,6 m2
6,350 000 Ft/hó,"Budapest XIII. kerület, Rozsnyay utca",40 m2,2,12 m2
6,410 000 Ft/hó,"Budapest II. kerület, Felső Zöldmáli út",71 m2,3,50 m2
6,500 000 Ft/hó,"Budapest XII. kerület, Németvölgy",90 m2,2 + 2 fél,7.5 m2
6,240 000 Ft/hó,"Budapest XI. kerület, Fehérvári út",50 m2,2,6 m2
6,285 000 Ft/hó,"Budapest XI. kerület, Kanizsai utca",48 m2,2,7 m2
6,250 000 Ft/hó,"Budapest XI. kerület, Sasad",50 m2,2,6 m2
6,375 000 Ft/hó,"Budapest XIII. kerület, Lőportár utca 20.",71 m2,3,16 m2
6,638 032 Ft/hó,"Budapest IX. kerület, Csarnok tér",113 m2,4,
7,260 000 Ft/hó,"Budapest IX. kerület, Nádasdy utca 14.",38 m2,1 + 1 fél,6 m2
7,320 000 Ft/hó,"Budapest XI. kerület, Kanizsai utca",56 m2,2,12 m2
7,270 000 Ft/hó,"Budapest III. kerület, Pünkösdfürdő utca 42-46.",44 m2,2,4 m2
7,280 000 Ft/hó,"Budapest VII. kerület, Thököly út",60 m2,3,
7,699 000 Ft/hó,"Budapest XI. kerület, Bíró László József körút",76 m2,3,40 m2
7,330 000 Ft/hó,"Budapest II. kerület, Labanc út",54 m2,2,6 m2
7,490 000 Ft/hó,"Budapest XIII. kerület, Pozsonyi út",94 m2,3,1 m2
7,280 000 Ft/hó,"Budapest XI. kerület, Kelenföld",61 m2,1 + 1 fél,3 m2
7,260 000 Ft/hó,"Budapest XIII. kerület, Petneházy utca 37.",45 m2,2,7 m2
7,370 000 Ft/hó,"Budapest XI. kerület, Nagymákfa utca",70 m2,2,50 m2
7,280 000 Ft/hó,"Budapest XI. kerület, Szerenád utca",45 m2,2,16 m2
7,240 000 Ft/hó,"Budapest XIII. kerület, Lehel utca 9.",45 m2,1,10.6 m2
7,280 000 Ft/hó,"Budapest IX. kerület, Thaly Kálmán utca",46 m2,2,5 m2
7,245 000 Ft/hó,"Budapest XI. kerület, Előpatak utca",43 m2,1 + 1 fél,18 m2
7,1 395 695 Ft/hó,"Budapest II. kerület, Páfrány út",200 m2,5,30 m2
7,380 000 Ft/hó,"Budapest XI. kerület, Naprózsa utca",65 m2,3,55 m2
7,240 000 Ft/hó,"Budapest XIII. kerület, Szent László út 14.",56 m2,2,4 m2
7,450 000 Ft/hó,"Budapest II. kerület, Pusztaszeri út",100 m2,3,10 m2
7,450 000 Ft/hó,"Budapest V. kerület, Báthory utca",75 m2,2,
7,285 000 Ft/hó,"Budapest VIII. kerület, Fiumei út",57 m2,1 + 1 fél,
8,315 000 Ft/hó,"Budapest II. kerület, Kapás utca",57 m2,1 + 1 fél,4 m2
8,259 000 Ft/hó,"Budapest XI. kerület, Baranyai utca",42 m2,1 + 2 fél,
8,590 000 Ft/hó,"Budapest VI. kerület, Szondi utca 57.",68 m2,3,40 m2
8,445 000 Ft/hó,"Budapest II. kerület, Pasarét",100 m2,2,13 m2
8,290 000 Ft/hó,"Budapest XI. kerület, Szerémi sor",43 m2,2,
8,299 078 Ft/hó,"Budapest VI. kerület, Szondi utca 57.",35 m2,2,1 m2
8,420 000 Ft/hó,"Budapest V. kerület, Váci utca 52.",52 m2,2 + 1 fél,
8,190 000 Ft/hó,"Budapest XIV. kerület, Alsórákos",46 m2,1,4 m2
8,797 540 Ft/hó,"Budapest VI. kerület, Jókai tér 8.",83 m2,4,
8,350 000 Ft/hó,"Budapest IX. kerület, Berzenczey utca",60 m2,2 + 1 fél,20 m2
8,260 000 Ft/hó,"Budapest XIV. kerület, Istvánmezei út",46 m2,2,3 m2
8,450 000 Ft/hó,"Budapest VI. kerület, Teréz körút",90 m2,3,2 m2
8,320 000 Ft/hó,"Budapest VI. kerület, Aradi utca",50 m2,1 + 2 fél,
8,269 000 Ft/hó,"Budapest XIV. kerület, Lipótvár utca",57 m2,2,10 m2
8,215 000 Ft/hó,"Budapest VIII. kerület, Kun utca 4.",60 m2,2,6 m2
8,260 000 Ft/hó,"Budapest VIII. kerület, Kun utca",51 m2,2,6 m2
8,260 000 Ft/hó,"Budapest VI. kerület, Király utca",51 m2,2 + 1 fél,
8,280 000 Ft/hó,"Budapest XI. kerület, Ménesi út",65 m2,2 + 1 fél,4 m2
8,250 000 Ft/hó,"Budapest XIII. kerület, Madarász Viktor utca",43 m2,2,
8,250 000 Ft/hó,"Budapest XI. kerület, Szirtes út",44 m2,1 + 1 fél,7 m2
9,280 000 Ft/hó,"Budapest VI. kerület, Paulay Ede utca",52 m2,2,
9,230 000 Ft/hó,"Budapest V. kerület, Alkotmány utca",40 m2,1,
9,230 000 Ft/hó,"Budapest XVII. kerület, Újlak utca",52 m2,1 + 2 fél,
9,200 000 Ft/hó,"Budapest IV. kerület, Izzó utca",50 m2,2,
9,225 000 Ft/hó,"Budapest XIV. kerület, Bácskai utca",43 m2,2,
9,480 000 Ft/hó,"Budapest XI. kerület, Rupphegyi út",73 m2,3,15 m2
9,330 000 Ft/hó,"Budapest XIII. kerület, Reitter Ferenc utca",100 m2,3,
9,250 000 Ft/hó,"Budapest XVIII. kerület, Halomi út",51 m2,2 + 1 fél,3 m2
9,976 987 Ft/hó,"Budapest III. kerület, Királylaki út",157 m2,4,15 m2
9,220 000 Ft/hó,"Budapest VIII. kerület, Tolnai Lajos utca",38 m2,1 + 1 fél,4 m2
9,245 000 Ft/hó,"Budapest XI. kerület, Menyecske utca",55 m2,2,4 m2
9,350 000 Ft/hó,"Budapest XIII. kerület, Jéggyár utca",82 m2,4,3 m2
9,260 000 Ft/hó,"Budapest XIV. kerület, Istvánmezei út",43 m2,1 + 1 fél,3 m2
9,230 000 Ft/hó,"Budapest XIII. kerület, Katona József utca",47 m2,1,
9,400 000 Ft/hó,"Budapest II. kerület, Cseppkő utca",82 m2,3,6 m2
9,200 000 Ft/hó,"Budapest IX. kerület, Ferenc körút",31 m2,1,
9,250 000 Ft/hó,"Budapest XI. kerület, Saru utca",71 m2,2,4 m2
9,280 000 Ft/hó,"Budapest IX. kerület, Márton utca",42 m2,2,
9,230 000 Ft/hó,"Budapest XVI. kerület, Hunyadvár utca",44 m2,1 + 1 fél,
9,200 000 Ft/hó,"Budapest VII. kerület, Hársfa utca",25 m2,1,
10,240 000 Ft/hó,"Budapest XIII. kerület, Szabolcs utca",35 m2,1,4 m2
10,325 000 Ft/hó,"Budapest VI. kerület, Aradi utca",50 m2,1 + 2 fél,
10,230 000 Ft/hó,"Budapest XI. kerület, Nándorfejérvári út",55 m2,2,3 m2
10,460 000 Ft/hó,"Budapest V. kerület, Veres Pálné utca",120 m2,4,6 m2
10,210 000 Ft/hó,"Budapest XI. kerület, Bocskai út",39 m2,1,
10,320 000 Ft/hó,"Budapest IX. kerület, Vágóhíd utca 1.",52 m2,2,10 m2
10,200 000 Ft/hó,"Budapest III. kerület, Nánási út",39 m2,1 + 1 fél,
10,250 000 Ft/hó,"Budapest VII. kerület, Jósika utca",35 m2,1,
10,490 000 Ft/hó,"Budapest II. kerület, Pusztaszeri út",128 m2,4,8 m2
10,200 000 Ft/hó,"Budapest II. kerület, Alsó Völgy utca",40 m2,1,
10,280 000 Ft/hó,"Budapest IX. kerület, Ipar utca",54 m2,1 + 1 fél,
10,370 000 Ft/hó,"Budapest XIII. kerület, Váci út",54 m2,2 + 2 fél,
10,190 000 Ft/hó,"Budapest IX. kerület, Lónyay utca",34 m2,1,
10,220 000 Ft/hó,"Budapest XIII. kerület, Hegedűs Gyula utca",37 m2,1 + 1 fél,
10,390 000 Ft/hó,"Budapest V. kerület, Sörház utca",85 m2,3,6 m2
10,370 000 Ft/hó,"Budapest XI. kerület, Facsemete utca",104 m2,4,
10,399 000 Ft/hó,"Budapest V. kerület, Akadémia utca",50 m2,2,
10,190 000 Ft/hó,"Budapest VIII. kerület, Tolnai Lajos utca",27 m2,1,
10,250 000 Ft/hó,"Budapest VI. kerület, Benczúr utca",34 m2,1 + 1 fél,6 m2
10,220 000 Ft/hó,"Budapest IX. kerület, Bakáts tér",45 m2,1,
11,270 000 Ft/hó,"Budapest I. kerület, Attila út 16.",38 m2,1 + 1 fél,
11,240 000 Ft/hó,"Budapest XIV. kerület, Félhold utca",56 m2,2,4 m2
11,480 000 Ft/hó,"Budapest XIII. kerület, Danubius utca",66 m2,3,14 m2
11,250 000 Ft/hó,"Budapest XI. kerület, Budafoki út",36 m2,1,
11,230 000 Ft/hó,"Budapest XIII. kerület, Kresz Géza utca",40 m2,1 + 1 fél,
11,295 000 Ft/hó,"Budapest XIII. kerület, Katona József utca 20.",68 m2,2 + 1 fél,2 m2
11,398 770 Ft/hó,"Budapest VIII. kerület, Corvin sétány",70 m2,3,7 m2
11,265 000 Ft/hó,"Budapest VII. kerület, Alsó erdősor",50 m2,2,2 m2
11,215 000 Ft/hó,"Budapest XIV. kerület, Abonyi utca",54 m2,2,
11,250 000 Ft/hó,"Budapest XIV. kerület, Kalocsai utca",55 m2,3,5 m2
11,681 897 Ft/hó,"Budapest XIII. kerület, Hajóépítő sétány",66 m2,3,19 m2
11,300 000 Ft/hó,"Budapest VIII. kerület, Üllői út",90 m2,3,
11,499 000 Ft/hó,"Budapest V. kerület, Veres Pálné utca",97 m2,4,
11,230 000 Ft/hó,"Budapest IX. kerület, Berzenczey utca 33.",35 m2,1,
11,205 000 Ft/hó,"Budapest IX. kerület, Bárd utca 2.",28 m2,1,
11,350 000 Ft/hó,"Budapest III. kerület, Farkastorki út",75 m2,2,20 m2
11,499 000 Ft/hó,"Budapest XI. kerület, Hauszmann Alajos utca 18.",73 m2,3,11 m2
11,230 000 Ft/hó,"Budapest IX. kerület, Sobieski János utca",32 m2,1,3 m2
11,220 000 Ft/hó,"Budapest IX. kerület, Ernő utca",42 m2,1 + 1 fél,1 m2
11,240 000 Ft/hó,"Budapest VI. kerület, Vörösmarty utca",69 m2,2,
12,558 278 Ft/hó,"Budapest I. kerület, Országház utca",60 m2,2,3 m2
12,220 000 Ft/hó,"Budapest VI. kerület, Podmaniczky utca",34 m2,1 + 1 fél,
12,280 000 Ft/hó,"Budapest XV. kerület, Kőrakás park",64 m2,2 + 1 fél,3 m2
12,360 000 Ft/hó,"Budapest XI. kerület, Vahot utca",51 m2,2,
12,385 000 Ft/hó,"Budapest XI. kerület, Barázda utca",62 m2,2,5.87 m2
12,250 000 Ft/hó,"Budapest VII. kerület, Murányi utca",41 m2,1 + 1 fél,
12,230 000 Ft/hó,"Budapest IV. kerület, Szent László tér",36 m2,1 + 1 fél,
12,260 000 Ft/hó,"Budapest II. kerület, Szépvölgyi út",56 m2,2,5 m2
12,700 000 Ft/hó,"Budapest XI. kerület, Mohai út",82 m2,3 + 1 fél,20 m2
12,250 000 Ft/hó,"Budapest III. kerület, Bálint György utca",57 m2,1 + 2 fél,1 m2
12,250 000 Ft/hó,"Budapest VII. kerület, Cserhát utca",43 m2,1 + 1 fél,
12,250 000 Ft/hó,"Budapest VII. kerület, Kazinczy utca",32 m2,1,
12,240 000 Ft/hó,"Budapest VII. kerület, Bethlen Gábor utca",73 m2,2,
12,220 000 Ft/hó,"Budapest VI. kerület, Ó utca",35 m2,1 + 1 fél,
12,220 000 Ft/hó,"Budapest VI. kerület, Felső erdősor",46 m2,1 + 1 fél,
12,330 000 Ft/hó,"Budapest XI. kerület, Sztregova utca",50 m2,2,5 m2
12,270 000 Ft/hó,"Budapest IX. kerület, Vágóhíd utca",35 m2,1 + 1 fél,4 m2
12,270 000 Ft/hó,"Budapest VIII. kerület, Győrffy István utca",70 m2,2 + 1 fél,8 m2
12,310 000 Ft/hó,"Budapest XII. kerület, Szendrő utca",66 m2,2 + 1 fél,5 m2
12,1 160 000 Ft/hó,"Budapest VI. kerület, Hajós utca",176 m2,5,1 m2
13,220 000 Ft/hó,"Budapest IX. kerület, Telepy utca",40 m2,1,3 m2
13,699 000 Ft/hó,"Budapest XI. kerület, Mohai út",82 m2,3 + 1 fél,20 m2
13,290 000 Ft/hó,"Budapest XIII. kerület, Ipoly utca",45 m2,2,18 m2
13,220 000 Ft/hó,"Budapest IX. kerület, Mihálkovics utca",42 m2,1 + 1 fél,1 m2
13,650 000 Ft/hó,"Budapest XIII. kerület, Hegedűs Gyula utca",96 m2,2,
13,195 000 Ft/hó,"Budapest IX. kerület, Thaly Kálmán utca",30 m2,1,
13,399 000 Ft/hó,"Budapest XIV. kerület, Ilka utca",85 m2,3,
13,260 000 Ft/hó,"Budapest VIII. kerület, Bródy Sándor utca",70 m2,4,
13,300 000 Ft/hó,"Budapest XII. kerület, Kissvábhegy",78 m2,3,14 m2
13,195 397 Ft/hó,"Budapest IX. kerület, Lónyay utca",26 m2,1,
13,280 000 Ft/hó,"Budapest VII. kerület, Bajza utca",90 m2,2 + 1 fél,6 m2
13,383 000 Ft/hó,"Budapest XIII. kerület, Röppentyű utca",66 m2,3,7 m2
13,310 000 Ft/hó,"Budapest VII. kerület, Dob utca 20.",58 m2,2,
13,450 000 Ft/hó,"Budapest XIV. kerület, Kiszugló",65 m2,3,21.45 m2
13,360 000 Ft/hó,"Budapest XIV. kerület, Kiszugló",54 m2,2,8.63 m2
13,250 000 Ft/hó,"Budapest XIII. kerület, Kresz Géza utca",44 m2,1,
13,1 000 000 Ft/hó,"Budapest V. kerület, Falk Miksa utca",111 m2,4,
13,330 000 Ft/hó,"Budapest II. kerület, Csalán út 55.",83 m2,3,10 m2
13,240 000 Ft/hó,"Budapest VI. kerület, Szondi utca",65 m2,2 + 1 fél,
13,180 000 Ft/hó,"Budapest VII. kerület, Hársfa utca",34 m2,1,
14,560 000 Ft/hó,"Budapest XII. kerület, Dolgos utca",109 m2,4,12 m2
14,240 000 Ft/hó,"Budapest XI. kerület, Fehérvári út",65 m2,3,3 m2
14,270 000 Ft/hó,"Budapest XI. kerület, Sasad",47 m2,2,11.3 m2
14,370 000 Ft/hó,"Budapest VI. kerület, Podmaniczky utca",55 m2,2 + 1 fél,
14,440 000 Ft/hó,"Budapest III. kerület, Flóra utca 13.",101 m2,3,20 m2
14,210 000 Ft/hó,"Budapest VII. kerület, Dob utca",41 m2,1,
14,210 000 Ft/hó,"Budapest I. kerület, Avar utca",39 m2,1 + 1 fél,
14,300 000 Ft/hó,"Budapest VIII. kerület, Horváth Mihály tér",68 m2,3 + 1 fél,2 m2
14,598 155 Ft/hó,"Budapest II. kerület, Honfoglalás utca 40.",189 m2,6,25 m2
14,170 000 Ft/hó,"Budapest XIV. kerület, Czobor utca",31 m2,1,
14,330 000 Ft/hó,"Budapest VIII. kerület, Nagy Templom utca 34/B",44 m2,2,8.72 m2
14,219 000 Ft/hó,"Budapest VII. kerület, Szövetség utca",36 m2,1,
14,190 000 Ft/hó,"Budapest VIII. kerület, Tolnai Lajos utca",27 m2,1,
14,450 000 Ft/hó,"Budapest IX. kerület, Lónyay utca",38 m2,2,35 m2
14,450 000 Ft/hó,"Budapest I. kerület, Lovas út",56 m2,2,4 m2
14,440 000 Ft/hó,"Budapest V. kerület, Aranykéz utca 6.",40 m2,1,
14,640 000 Ft/hó,"Budapest II. kerület, Daru utca",200 m2,6 + 1 fél,18 m2
14,285 000 Ft/hó,"Budapest VIII. kerület, József körút 30-32.",36 m2,2,
14,230 000 Ft/hó,"Budapest VI. kerület, Hajós utca",45 m2,1,
14,210 000 Ft/hó,"Budapest VIII. kerület, Dugonics utca 6.",50 m2,2,2 m2
15,220 000 Ft/hó,"Budapest XII. kerület, Melinda út",25 m2,1,6 m2
15,490 000 Ft/hó,"Budapest V. kerület, Balassi Bálint utca",81 m2,2 + 1 fél,6 m2
15,518 401 Ft/hó,"Budapest XIII. kerület, Ipoly utca",91 m2,4,
15,600 000 Ft/hó,"Budapest XIII. kerület, Röppentyű utca",92 m2,3,102 m2
15,290 000 Ft/hó,"Budapest VI. kerület, Nagymező utca 8.",58 m2,3,
15,340 000 Ft/hó,"Budapest VI. kerület, Anker köz 1-3.",72 m2,2,
15,300 000 Ft/hó,"Budapest VI. kerület, Nagymező utca 49.",71 m2,3,
15,660 000 Ft/hó,"Budapest XIII. kerület, Úszódaru utca",83 m2,3,30 m2
15,250 000 Ft/hó,"Budapest IX. kerület, Thaly Kálmán utca",49 m2,2,3 m2
15,260 000 Ft/hó,"Budapest XI. kerület, Kalotaszeg utca",50 m2,2,8 m2
15,275 000 Ft/hó,"Budapest XIV. kerület, Amerikai út",61 m2,2 + 1 fél,2 m2
15,1 076 679 Ft/hó,"Budapest I. kerület, Jégverem utca",88 m2,2,
15,240 000 Ft/hó,"Budapest IX. kerület, Dandár utca",48 m2,2,5 m2
15,240 000 Ft/hó,"Budapest V. kerület, Vitkovics Mihály utca",38 m2,1 + 1 fél,
15,290 000 Ft/hó,"Budapest V. kerület, Aranykéz utca",42 m2,1,
15,240 000 Ft/hó,"Budapest III. kerület, Zápor utca",53 m2,1 + 2 fél,
15,3 190 160 Ft/hó,"Budapest XII. kerület, Béla király út",240 m2,4,109 m2
15,270 000 Ft/hó,"Budapest XI. kerület, Menyecske utca",85 m2,2 + 1 fél,
15,219 000 Ft/hó,"Budapest IX. kerület, Thaly Kálmán utca",35 m2,1,7 m2
15,358 893 Ft/hó,"Budapest XIII. kerület, Lehel utca",51 m2,2,7.5 m2
16,399 000 Ft/hó,"Budapest XIV. kerület, Ilka utca 36.",85 m2,3,
