"1024 Budapest, Retek utca 4. 1. em. 1. a., 13140/0/A/6"
"1027 Budapest, Lipthay utca 5. 1. em. 12. b., 13481/0/A/28"
"1024 Budapest, Széll Kálmán tér 11. 1. em. 12. a. , 13119/0/A/10"
"1027 Budapest, Frankel Leó út 12. 1. em. 9/A., 13500/0/A/18"
"1027 Budapest, Fő utca 63. 5. em. 2. a., 14464/1/A/24"
"1027 Budapest, Csalogány utca 3. 4. em. 1. a., 13871/1/A/15"
"1024 Budapest, Margit körút 7. 2. em. 1. a., 13388/0/A/11"
"1021 Budapest, Hűvösvölgyi út 157. fszt. 2. a., 11416/4/A/2"
"1021 Budapest, Hárshegyi út 1-3. , 10937/21"
"1024 Budapest, Kis Rókus utca 5-7. 4. emelet 4. ajtó, 13263/1/A/21"
"1027 Budapest, Fazekas utca 10-18. 5. emelet 17. ajtó, 13766/1/B/17"
"1024 Budapest, Keleti Károly utca 9. 1. emelet 12A. ajtó, 13295/11/A/53"
"1024 Budapest, Fillér utca 6. 8. emelet 55. ajtó, 13095/1/A/108"
"1027 Budapest, Csalogány utca 55. 5. emelet 5. ajtó, 13710/0/A/35"
"1024 Budapest, Fillér utca 4 1. em 10., 13095/1/A/10"
"1024 Budapest, Lövőház utca 16/B III/32, 13179/0/A/36"
"1027 Budapest, Frankel Leó út 6. 1/16, 13503/0/A/21"
"1023 Budapest, Frankel Leó út 26. 5. em. 58, 13442/11/A/58"
"1029 Budapest, József Attila útja 10 fsz, 54727"
"1025 Budapest, Ali utca 6 2. em. 4. a., 15433/15/A/4"
"1023 Budapest, Török utca 4. 1. emelet 12/A., 13436/0/A/16"
"1026 Budapest, Hidász utca 9. , 11600"
"1027 Budapest, Tölgyfa utca 14 4/16., 13527/0/A/59"
"1024 Budapest, Fillér utca 21. 4. ajtó, 13152/8/A/4"
"1023 Budapest, Frankel Leó út 21-23. A. lh. földszint 6., 14484/0/A/17"
"1024 Budapest, Lövőház utca 18. 4. emelet 4., 13166/5/A/24"
"1023 Budapest, Török utca 3 3/2, 13442/9/A/13"
"1027 Budapest, Szász Károly utca 2 1/17, 13676/0/A/52"
"1027 Budapest, Fő utca 61. 7. em. 4. a., 14461/0/A/43"
"1024 Budapest, Margit körút 31-33. félemelet 3. a., 13369/0/A/12"
"1027 Budapest, Varsányi Irén utca 33/B. földszint 4., 13694/1/A/4"
"1027 Budapest, Frankel Leó út 26. 5. em. 51. a., 13442/11/A/51"
"1027 Budapest, Fő utca 80. 1. em. 6. a., 13579/0/A/11"
"1027 Budapest, Kapás utca 45. A ép. 3. emelet 1. a., 13645/0/A/9"
"1027 Budapest, Szász Károly utca 6. 1. emelet 1., 13675/0/A/9"
"1024 Budapest, Keleti Károly utca 29/a 3.em 15., 12863/0/A/17"
"1023 Budapest, Ürömi utca 24-32. D ép. fszt. 2. a., 14943/7/D/6"
"1023 Budapest, Komjádi Béla utca 1. 1. em. 2 a., 14566/0/A/8"
"1027 Budapest, Kandó Kálmán utca 3. 1. emelet 4., 13550/18/A/9"
"1024 Budapest, Margit körút 43-45. 5. emelet 5., 13364/0/B/31"
"1025 Budapest, Gül Baba utca 7. , 14500"
"1024 Budapest, Káplár utca 10 B ép. 1. em. 10. a., 13159/1/A/10"
"1024 Budapest, Keleti Károly utca 36. 1. em. 2. a., 13235/3/A/10"
"1027 Budapest, Henger utca 7. 1. emelet 1., 13502/2/A/9"
"1027 Budapest, Fazekas utca 10-18. B lph. 5. em. 18. a., 13766/1/B/18"
"1027 Budapest, Kandó Kálmán utca 3. 1. em. 2. a., 13550/18/A/7"
"1027 Budapest, Bem rakpart 38-39. fszt. 3. a., 14464/2/A/4"
"1024 Budapest, Fillér utca 2/B. magasföldszint 3., 13109/3/A/4"
"1027 Budapest, Csalogány utca 53. 1. emelet 9., 13712/0/A/14"
"1024 Budapest, Fényes Elek utca 5 V./1., 13275/0/A/9"
"1027 Budapest, Szász Károly utca 1. 1. emelet 8B., 13669/0/A/17"
"1029 Budapest, Rézsü utca 115. , 50881/6"
"1024 Budapest, Keleti Károly utca 36. III/2., 13235/38/A/18"
"1027 Budapest, Vitéz utca 13. földszint 3., 13806/2/A/4"
"1027 Budapest, Tölgyfa utca 6. 2. emelet 2., 13532/0/A/9"
"1027 Budapest, Csalogány utca 3/B. II. 2, 13871/3/A/12"
"1027 Budapest, Frankel Leó út 10. tetőtér 1., 13501/0/A/39"
"1029 Budapest, Gyulai Pál utca 43. , 51124"
"1027 Budapest, Szász Károly utca 1. IV/5/A, 13669/0/A/43"
"1027 Budapest, Bem rakpart 40. V/1., 14465/2/A/11"
"1026 Budapest, Pasaréti út 21. földszint 2., 12033/6/A/2"
"1024 Budapest, Margit körút 5. B. lh. 4. emelet 1. , 13441/0/A/101"
"1022 Budapest, Eszter utca 5. 1. emelet 3., 12913/0/A/3"
"1022 Budapest, Eszter utca 5. 1. emelet 4., 12913/0/A/4"
"1022 Budapest, Eszter utca 5. 3. emelet 1. , 12913/0/A/6"
"1025 Budapest, Törökvész út 143. , 159938/1"
"1027 Budapest, Csalogány utca 3/C. 6. emelet 18., 13871/2/A/19"
"1023 Budapest, Harcsa utca 1. II./4., 14575/1/A/36"
"1027 Budapest, Fő utca 92. fsz.3., 13550/29/A/7"
"1024 Budapest, Széll Kálmán tér 11. II./20., 13119/0/A/14"
"1027 Budapest, Bem József tér 1. (Angelo Rotta rakpart), 1648.600 fkm II/11-12. raszter"
"1027 Budapest, Bem rakpart 56. 2. emelet 20. ajtó, 13478/0/A/23"
"1027 Budapest, Kacsa utca 5. 4. emelet 2., 13580/0/A/13"
"1027 Budapest, Kacsa utca 5. 3. emelet 3., 13580/0/A/11"
"1027 Budapest, Fő utca 59-61. VII./5., 14461/0/A/44"
"1024 Budapest, Fény utca 2. 6. emelet 1., 13172/0/A/29"
"1027 Budapest, Bem rakpart 30. 4. emelet 36., 14451/0/A/36"
"1022 Budapest, Bimbó út 11. 5. emelet 3., 13307/1/A/27"
"1027 Budapest, Csalogány utca 13-19. A. lház 8. emelet 33., 13809/1/A/33"
"1027 Budapest, Margit körút 22 1. em. 3, 13525/0/A/7"
"1023 Budapest, Török utca 3. VI./3., 13442/9/A/23"
"1027 Budapest, Horvát utca 2-12 8. em. 93, 13632/2/A/93"
"1024 Budapest, Keleti Károly utca 29/a 3. em. 19, 12863/0/A/21"
"1028 Budapest, Templom utca 12 , 54281"
"1023 Budapest, Felhévizi utca 7/a. 2. emelet 21., 14840/3/A/21"
"1027 Budapest, Frankel Leó út 2. 6. emelet 57., 13504/0/A/57"
"1027 Budapest, Kapás utca 26-44./C.  II/5., 13656/3/A/39"
"1027 Budapest, Frankel Leó út 6 fsz. 8, 13503/0/A/12"
"1027 Budapest, Csalogány utca 3/B. 1. emelet 3., 13871/3/A/9"
"1027 Budapest, Gyorskocsi utca 22-24. II./7., 13842/5/A/7"
"1024 Budapest, Margit körút 7. Fzs.2., 13388/0/A/2"
"1023 Budapest, Bécsi út 20. 8. ajtó, 14824/1/A/7"
"1024 Budapest, Margit körút 91 II/1/4, 13141/0/A/11"
"1024 Budapest, Margit körút 91 2. em. 1, 13141/0/A/11"
"1027 Budapest, Horvát utca 1-7 4. em. 27, 13606/0/A/27"
"1022 Budapest, Alvinci út 35 1. em. 1/A, 12713/3/A/4"
"1025 Budapest, Kavics utca 2/A. földszint 3., 14568/2/A/3"
"1027 Budapest, Frankel Leó út 5. 2. em. 16/A., 13487/0/A/25"
"1023 Budapest, Frankel Leó út 55-57. A. lh. 5. emelet 5., 14575/1/A/196"
"1025 Budapest, Pálvölgyi út 8. , 15612/2"
"1024 Budapest, Petrezselyem utca 10. B. ép. C. lh. 4. em. 17., 13242/0/A/133"
"1027 Budapest, Csalogány utca 5. 4. emelet 3., 13841/0/A/16"
"1027 Budapest, Szász Károly utca 1. 3. emelet 2., 13669/0/A/31"
"1024 Budapest, Margit körút 29. A. ép. 6. emelet 3., 13370/0/A/30"
"1024 Budapest, Margit körút 15-17. 3. emelet 2., 13384/0/A/19"
"1027 Budapest, Varsányi Irén utca 17. földszint 1., 13702/0/A/4"
"1027 Budapest, Ganz utca 15 3. em. 6., 13550/42/A/20"
"1027 Budapest, Frankel Leó út 5. I./9., 13487/0/A/12"
"1027 Budapest, Frankel Leó út 12. földszint 8., 13500/0/A/16"
"1023 Budapest, Frankel Leó út 86-94. B. ép. 3. emelet 14., 14977/1/B/14"
"1027 Budapest, Fazekas utca 10-18. A. lh. 5. emelet 50., 13766/1/A/50"
"1027 Budapest, Erőd utca 20. földszint 4., 13683/0/A/5"
"1023 Budapest, Frankel Leó út 21-23. B. lh. 5. emelet 35., 14484/0/B/61"
"1027 Budapest, Csalogány utca 3/B. 1. emelet 2., 13871/3/A/8"
"1024 Budapest, Ezredes utca 11. 3. emelet 3., 13152/15/A/16"
"1027 Budapest, Margit körút 26. I./6., 13527/0/B/22"
"1027 Budapest, Kapás utca 41. 5. ajtó, 13643/0/A/5"
"1024 Budapest, Margit körút 71. III./3., 13264/1/A/14"
"1027 Budapest, Margit körút 1. V./29., 13468/0/A/40"
"1023 Budapest, Frankel Leó út 21-23. B. lh. 5. emelet 34., 14484/0/B/60"
"1027 Budapest, Margit körút 22.  1. emelet 2., 13525/0/A/6"
"1023 Budapest, Árpád Fejedelem útja 35-37. I./7., 14593/2/A/7"
"1023 Budapest, Mecset utca 10/B. V./2., 13427/0/A/51"
"1024 Budapest, Rózsahegy utca 4. 3. emelet 3., 13305/0/A/18"
"1024 Budapest, Rómer Flóris utca 34. magasföldszint 1., 12940/0/A/15"
"1027 Budapest, Margit körút 26. V./3., 13527/0/B57"
"1027 Budapest, Margit körút 1. IV./19., 13468/0/A/30"
"1022 Budapest, Ribáry utca 10. földszint 4., 12845/0/A/4"
"1021 Budapest, Budakeszi út 33-35. II./9., 10958/1/A/9"
"1027 Budapest, Margit körút 26. 5. emelet 4., 13527/0/B/68"
"1027 Budapest, Margit körút 26. 5. emelet 4., 13527/0/B/68"
"1027 Budapest, Margit körút 26. 5. emelet 4., 13527/0/B/68"
"1027 Budapest, Frankel Leó út 9. 1. emelet 5/A., 13490/0/A/17"
"1023 Budapest, Török utca 8. földszint 4., 13438/0/A/8"
"1024 Budapest, Ady Endre utca 8. -1. emelet 1., 12900/0/B/1"
"1024 Budapest, Margit körút 97. 2. emelet 7., 13135/0/A/8"
"1023 Budapest, Árpád Fejedelem útja 30. földszint 3., 14585/0/A/3"
"1024 Budapest, Keleti Károly utca 30-32. 4. ajtó, 13235/46/A/7"
"1024 Budapest, Lövőház utca 18. 6. emelet 2. ajtó, 13166/5/A/34"
"1023 Budapest, Török utca 2. tetőszint 24. ajtó, 13435/0/A/24"
"1027 Budapest, Margit körút 12. földszint 5/B., 13520/0/A/6"
"1023 Budapest, Török utca 10. III./3., 13439/2/2/26"
"1024 Budapest, Forint utca 8. II./1., 13157/2/A/9"
"1027 Budapest, Bem rakpart 38-39. II./3., 14464/2/A/16"
"1023 Budapest, Török utca 5. V./2., 13442/8/A/21"
"1023 Budapest, Török utca 2. tetőszint 25. ajtó, 13435/0/A/25"
"1027 Budapest, Bem rakpart 54-55. III./21., 13477/0/A/25"
"1024 Budapest, Lövőház utca 28. I./6., 13154/0/A/8"
"1027 Budapest, Margit körút 34. III./2., 13538/0/A/12"
"1024 Budapest, Keleti Károly utca 10. VIII./24., 13290/0/A/24"
"1027 Budapest, Fő utca 49. földszint 2. ajtó, 14454/0/A/8"
"1024 Budapest, Széll Kálmán tér 5. I., II. és III. emelet, 13125/0/A/3, 13125/0/A-4, 13125/0/A/7, 13125/0/A/9"
"1027 Budapest, Bem rakpart 40. V./1., 14465/2/A/11"
"1029 Budapest, József Attila útja 61. , 54801"
"1025 Budapest, Kavics utca 2/A.  2. emelet 7., 14568/2/A/8"
"1027 Budapest, Kapás utca 51-53/A. IV/20., 13620/0/A/20"
"1027 Budapest, Henger utca 7. félemelet 4., 13502/2/A/7"
"1024 Budapest, Margit körút 67. 4. emelet 2., 13277/0/A/22"
"1024 Budapest, Margit körút 55. I/1., 13283/0/A/2"
"1027 Budapest, Margit körút 26. IV/1., 13527/0/B/51"
"1029 Budapest, Uzsoki utca 3. , 50126"
"1027 Budapest, Jurányi utca 6. III./2., 13720/3/A/15"
"1023 Budapest, Gül Baba utca 7. , 14500"
"1024 Budapest, Margit körút 11. 2. emelet 1/A., 13386/0/A/15"
"1025 Budapest, Mandula utca 17. földszint 2., 15018/0/A/2"
"1027 Budapest, Frankel Leó út 14. IV/2., 13499/0/A/24"
"1027 Budapest, Margit körút 50-52. III./1A., 13674/0/A/57"
"1024 Budapest, Margit körút 67. 4. emelet 4., 13277/0/A/24"
"1024 Budapest, Margit körút 67. 6. emelet 2., 13277/0/A/30"
"1027 Budapest, Frankel Leó út 5. II/17/A., 13487/0/A/27"
"1029 Budapest, Feketefej utca 11283/2 hrsz. , 011283/2"
"1027 Budapest, Szász Károly utca 5. 2. emelet 6., 13671/0/A/24"
"1024 Budapest, Széll Kálmán tér 11. 1. emelet 12., 13119/0/A/9"
"1024 Budapest, Rózsahegy utca 3/B. , 13315/2"
"1027 Budapest, Bem József tér 1. 3. emelet 22A., 13483/0/A/26"
"1026 Budapest, Nyúl utca 18. 1. emelet 1., 12098/0/A/8"
"1027 Budapest, Bem József tér 1. 3. emelet 22., 13483/0/A/25"
"1027 Budapest, Csalogány utca 55. 1. emelet 4., 13710/0/A/13"
"1024 Budapest, Retek utca 33-35. 1. emelet 1., 13098/2/A/6"
"1027 Budapest, Margit körút 22. 2. emelet 1., 13525/0/A/9"
"1027 Budapest, Csalogány utca 13-19. B. lh. 6. emelet 27., 13809/1/A/66"
"1024 Budapest, Fillér utca 3. I./1., 13166/5/D/8"
"1027 Budapest, Lipthay utca 5. földszint 6B., 13481/0/A/22"
"1027 Budapest, Margit körút 64. A. ép. 3. emelet 5., 13692/0/A/30"
"1024 Budapest, Kis Rókus utca 3. VI./4., 13263/2/A/35"
"1024 Budapest, Keleti Károly utca 8 fsz.4., 13289/0/A/8"
"1027 Budapest, Frankel Leó út 5. magasföldszint 5/A., 13487/0/A/8"
"1027 Budapest, Erőd utca 6. fsz.3, 13729/1/A/15"
"1027 Budapest, Ganz utca 11. I/2., 13550/27/A/7"
"1024 Budapest, Margit körút 43-45. III/1, 13364/0/B/12"
"1027 Budapest, Csalogány utca 53. III./27., 13712/0/A/32"
"1025 Budapest, Eszter utca 25/A. 1. emelet 2., 15077/1/A/5"
"1027 Budapest, Bem József tér 3. , 13507/5"
"1027 Budapest, Varsányi Irén utca 26-34. 1. lh. 1. emelet 1., 13723/3/A/1"
"1026 Budapest, Gábor Áron utca 22. 2. emelet 6., 12009/8/A/6"
"1027 Budapest, Margit körút 28-30. I.lph. IV/4., 13535/0/A/19"
"1024 Budapest, Lövőház utca 25. I./1., 13215/11/A/6"
"1025 Budapest, Pusztaszeri út 36. 3. emelet 7., 15254/3/A/8"
"1027 Budapest, Margit körút 25. 5. emelet 1., 13525/0/A/21"
"1027 Budapest, Bem József tér 1.  3. emelet 26A., 13483/0/A/30"
"1027 Budapest, Margit körút 26. 2. emelet 4., 13527/0/B/32"
"1023 Budapest, Frankel Leó út 102-108. 1. emelet 14., 14967/2/A/14"
"1027 Budapest, Kacsa utca 22. 2. emelet 17., 13800/0/A/20"
"1027 Budapest, Jurányi utca 5. alagsor 1., 13700/5/A/1"
"1027 Budapest, Csapláros utca 7-15. B. ép. földszint 2., 13734/2/B/2"
"1027 Budapest, Fő utca 75. II./4/A., 14469/0/A/28"
"1025 Budapest, Battai út 9/A , 11894/4"
"1023 Budapest, Mecset utca 10. B. lh. 3. emelet 4., 13427/0/A/38"
"1024 Budapest, Keleti Károly utca 9. 6. emelet 6., 13295/11/A/98"
"1025 Budapest, Csalán út 4/b. Fsz.2., 11933/3/A/2"
"1027 Budapest, Kapás utca 17. földszint 4., 13766/5/A/4"
"1025 Budapest, Vöröstorony utca 19. , 11813"
"1027 Budapest, Szász Károly utca 4. I/8., 13676/0/A/46"
"1027 Budapest, Margit körút 26. I./8., 13527/0/B/24"
"1024 Budapest, Ady Endre utca 8. földszint 1., 12900/0/B/2"
"1027 Budapest, Margit körút 28-32. 1.Lph I/5., 13535/0/A/21"
"1024 Budapest, Keleti Károly utca 29/B. III./16., 12863/0/B/16"
"1027 Budapest, Frankel Leó út 7.  2. emelet 19A., 13489/0/A/32"
"1027 Budapest, Bem rakpart 51. 3. emelet 22., 13481/0/A/34"
"1027 Budapest, Bem rakpart 41. 5. emelet 1., 14466/2/A/13"
"1027 Budapest, Bem rakpart 30. 5. emelet 39., 14451/0/A/39"
"1022 Budapest, Bimbó út 25. , 12893"
"1023 Budapest, Török utca 8. földszint 1/A., 13438/0/A/5"
"1023 Budapest, Török utca 14. 5. emelet 1., 13444/0/A/11"
"1027 Budapest, Fazekas utca 19-23 I/5., 13809/3/A/6"
"1028 Budapest, Viola utca 10. , 53171"
"1029 Budapest, József Attila útja 53. , 54793"
"1024 Budapest, Margit körút 91. II./5., 13141/0/A/15"
"1027 Budapest, Csalogány utca 53. alagsor 36., 13712/0/A/2"
"1024 Budapest, Margit körút 35-37. 7. emelet 41., 13367/0/A/41"
"1027 Budapest, Margit körút 56. 5. emelet 7., 13685/0/A/51"
"1022 Budapest, Fillér utca 96. , 12237/5"
"1025 Budapest, Keselyű út 1/B. , 11687/2"
"1023 Budapest, Repkény utca 11. , 14896/1"
"1024 Budapest, Margit körút 7. 4. emelet 3B., 13388/0/A/32"
"1027 Budapest, Varsányi Irén utca 1. 5. emelet 2., 13668/0/A/18"
"1024 Budapest, Margit körút 15-17. II/3., 13384/0/A/13"
"1027 Budapest, Margit körút 50-52. V/2., 13674/0/A/103"
"1025 Budapest, Szeréna út 53. földszint 1., 15231/0/A/1"
"1025 Budapest, Vérhalom utca 20. alagsor 1., 15017/0/A/1"
"1024 Budapest, Széll Kálmán tér 3. 1. emelet 13., 13127/0/A/17"
"1027 Budapest, Varsányi Irén utca 17. földszint 5., 13702/0/A/25"
"1024 Budapest, Margit körút 51-53. 2. emelet 5., 13284/0/A/18"
"1027 Budapest, Ganz utca 8. , 13572/5"
"1026 Budapest, Lupény utca 4. , 11514/41"
"1021 Budapest, Hűvösvölgyi út 10/A. II/27, 11000/2/A/28"
"1025 Budapest, Csalán út 26. , 11895/1/A/4"
"1024 Budapest, Margit körút 5. B. lh. 3. emelet 1A., 13441/0/A/91"
"1027 Budapest, Margit körút 20. 4. emelet 12., 13524/0/A/12"
"1026 Budapest, Szilágyi Erzsébet fasor 37. 2. emelet 4., 13049/2/A/15"
"1024 Budapest, Lövőház utca 26. 1. emelet 4., 13155/0/A/21"
"1027 Budapest, Varsányi udvar 2. VII./31., 13694/6/A/31"
"1027 Budapest, Margit körút 26. 2. emelet 2A., 13527/0/B/29"
"1024 Budapest, Retek utca 19. 3. emelet 1., 13109/1/A/11"
"1023 Budapest, Mecset utca 17. mfsz.8, 13436/0/A/49"
"1023 Budapest, Mecset utca 17. mfsz.8., 13436/0/A/49"
"1024 Budapest, Lövőház utca 20/A. 4. emelet 19., 13163/2/A/18"
"1022 Budapest, Bimbó út 11. 5. emelet 1., 13307/1/A/25"
"1027 Budapest, Bem rakpart 54-55. földszint 5., 13477/0/A/5"
"1027 Budapest, Lipthay utca 5. földszint 6., 13481/0/A/21"
"1024 Budapest, Széll Kálmán tér 3. 1. emelet 13., 13127/0/A/17"
"1024 Budapest, Lövőház utca 18. 4. emelet 6., 13166/5/A/26"
"1026 Budapest, Tüske köz 3. fsz.1., 12360/8/A/1"
"1027 Budapest, Bem rakpart 32. földszint 1B., 14455/2/A/20"
"1027 Budapest, Varsányi Irén utca 38. 4. emelet 1., 13715/3/A/27"
"1027 Budapest, Margit körút 50-52. V/13., 13674/0/A/114"
"1024 Budapest, Fény utca 15. 4. emelet 47., 13195/0/A/55"
"1027 Budapest, Margit körút 48. földszint 3., 13672/0/A/8"
"1027 Budapest, Margit körút 48. földszint 3., 13672/0/A/8"
"1023 Budapest, Frankel Leó út 21-23. A. lh. 5. emelet 25., 14484/0/A/79"
"1023 Budapest, Frankel Leó út 21-23. A. lh. 5. emelet 25., 14484/0/A/79"
"1027 Budapest, Bem rakpart 54-55. földszint 3., 13477/0/A/3"
"1026 Budapest, Pasaréti út 111. fsz.1., 11977/5/A/5"
"1027 Budapest, Frankel Leó út 18. II./3., 13497/0/A/5"
"1027 Budapest, Fő utca 51. II./2., 14455/1/A/12"
"1024 Budapest, Keleti Károly utca 29/b. fsz.1., 12863/0/B/1"
"1027 Budapest, Tölgyfa utca 8. 1. emelet 3., 13531/0/A/10"
"1027 Budapest, Fazekas utca 17. II./4., 13816/0/A/11"
"1026 Budapest, Érmelléki utca 8. I/2., 12058/0/A/6"
"1027 Budapest, Erőd utca 4. 3. emelet 1., 13728/0/A/8"
"1027 Budapest, Bem rakpart 30. 1. emelet 4., 14451/0/A/4"
"1024 Budapest, Retek utca 6. 1. emelet 6., 13139/0/A/8"
"1027 Budapest, Kapás utca 46. 1. ajtó, 13655/0/A/3"
"1027 Budapest, Margit körút 1. 3. emelet 16-17., 13468/0/A/27, 13468/0/A/28"
"1027 Budapest, Csalogány utca 3/C.  III/8., 13871/2/A/9"
"1163 Budapest, Borotvás utca 41. , 102370"
"1162 Budapest, Béla utca 108. , 108994"
"1163 Budapest, Batsányi János út 28-32. , 101468"
"1164 Budapest, Szabadföld út 53 , 116987"
"1165 Budapest, Diósy Lajos utca 41. , 105879"
"1162 Budapest, Irha utca 52 , 113436"
"1163 Budapest, Pósa Lajos utca 25. , 103274"
"1165 Budapest, Hunyadvár utca 33. FS 1. ajtó, 105846/0/A/1"
"1162 Budapest, Diófa utca 12. , 107491"
"1161 Budapest, Pálya utca 137. 3. em. 5. a., 111269/2/A/91"
"1161 Budapest, Hársfavirág utca 47. , 112015"
"1162 Budapest, Ilona utca 20. , 109188"
"1163 Budapest, Datolya utca 33. , 101315"
"1163 Budapest, Szolnoki út 15. , 100143"
"1165 Budapest, Papír utca 7. , 105113"
"1163 Budapest, Sasvár utca 78. , 101055"
"1165 Budapest, Csipkés köz 9. 3. em. 2. a., 106904/18/A/52"
"1161 Budapest, Batthyány utca 74. , 110772"
"1165 Budapest, Újszász utca 59. 1. em. 3. a., 105244/0/A/3"
"1165 Budapest, Újszász utca 59. fszt. 1. a., 105244/0/A/1"
"1163 Budapest, Kolozs utca 39-41. 3. em. 45. a., 102321/3/A/45"
"1163 Budapest, Őrhalom utca 8. , 102337"
"1121 Budapest, Csermely út 3. , 10525/3"
"1121 Budapest, Lidérc utca 5 , 8975/2"
"1126 Budapest, Böszörményi út 6/b. alagsor 4., 7715/4/A/57"
"1122 Budapest, Városmajor utca 21. 3. em. 1., 6956/0/A/28."
"1121 Budapest, Normafa út 11 B., 9503/2"
"1125 Budapest, Szilágyi Erzsébet fasor 6. fszt. 1. , 6824/0/A/2."
"1123 Budapest, Alkotás utca 63-67. , 7913"
"1125 Budapest, Virányos út 24/a fszt. 1., 10711/5/A/1"
"1125 Budapest, Szilágyi Erzsébet fasor 6. fszt. 1. b., 6824/0/A/2"
"1122 Budapest, Maros utca 29 3. em. 1/B, 6947/0/A/22"
"1122 Budapest, Ráth György utca 46. fszt. 2. , (10048/A/3."
"1124 Budapest, Tamási Áron utca 9. fszt/1., 8553/2/A/2."
"1122 Budapest, Maros utca 11 4/24/a, 6938/0/A/33"
"1122 Budapest, Magyar Jakobinusok tere 2-3. iv/17. , 6971/0/A/17"
"1125 Budapest, Kútvölgyi út 25. , 10670/3"
"1126 Budapest, Németvölgyi út 15 , 8295/2/A/1, 8295/2/A/2, 8295/2/A/3"
"1126 Budapest, Márvány utca 33. 4. em. 4. , 7733/2/A/28"
"1122 Budapest, Krisztina körút 27. mf. 1., 6905/0/A/12"
"1125 Budapest, Szilágyi Erzsébet fasor 6. fszt. 1. a., 6824/0/A/2"
"1124 Budapest, Jagelló út 32. 1/5., 7960/1/A/5"
"1126 Budapest, Böszörményi út 9-11 2. em. 16., 8274/0/A/16"
"1126 Budapest, Németvölgyi út 10 1/4, 7715/9/A/9"
"1122 Budapest, Csaba utca 8. 1/2., 6893/0/A/12."
